entity_id,legal_name,License Number,entity_status,entity_start,entity_end,license_type,business_category,phone_number,zip_code
BA-1281959-2022,D1 TECH,2003007-DCA,Active,01/28/2014,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+19173789898,11354
BA-1281961-2022,"KINGDOM CONSTRUCTION GROUP, CORP",2104420-DCA,Active,03/10/2022,02/28/2027,Premises,Home Improvement Contractor,+17186660460,11210
BA-1281962-2022,GRAY GROCERY CORP,2031546-2-DCA,Active,12/21/2015,12/31/2026,Premises,Tobacco Retail Dealer,+17182973210,11432
BA-1282129-2022,LUCKY LOTTO 1 DELI INC,2074482-1-DCA,Active,06/26/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17188563639,11226
BA-1282165-2022,KENNAN ASH LLC,1247827-DCA,Active,02/06/2007,02/28/2027,Premises,Home Improvement Contractor,+12127599800,10022
BA-1282178-2022,GREEN CONVERSIONS INC.,1383356-DCA,Active,02/22/2011,02/28/2027,Premises,Home Improvement Contractor,+19175866200,11209
BA-1282239-2022,LIBERTY AVE ELECTRONICS II INC,2096297-DCA,Active,08/27/2020,12/31/2026,Premises,Electronics Store,+17184808181,11419
BA-1282277-2022,GEORGES IMPROVEMENTS CORP,2051207-DCA,Active,04/14/2017,02/28/2027,Premises,Home Improvement Contractor,+16465299201,11368
BA-1282295-2022,KINGS BORO LAUNDRY INC,2025427-DCA,Active,07/08/2015,07/31/2027,Premises,Secondhand Dealer - General,+17184354850,11232
BA-1282297-2022,GUS POOLS INC,2004006-DCA,Active,02/27/2014,02/28/2027,Premises,Home Improvement Contractor,+17187465005,11357
BA-1282307-2022,GUYANA GOLD INC,2027792-DCA,Active,08/31/2015,07/31/2027,Premises,Secondhand Dealer - General,+17187719785,11213
BA-1282310-2022,GROCERY EL ROCIO CORP,2097352-DCA,Active,12/29/2020,03/31/2026,Premises,Stoop Line Stand,+17185945134,11372
BA-1282315-2022,KATHEGEM CORP.,2028271-DCA,Active,09/11/2015,07/31/2027,Premises,Secondhand Dealer - General,+12124752986,10009
BA-1282348-2022,"HAGH PRESCRIPTION HEADQUARTERS, INC.",0886464-DCA,Active,02/01/1995,03/15/2027,Premises,Dealer In Products For The Disabled,+12127776864,10010
BA-1282370-2022,GRACE CONVENIENCE INC,2047729-2-DCA,Active,01/26/2017,12/31/2026,Premises,Tobacco Retail Dealer,+13475377939,10021
BA-1282444-2022,JK BOTANICAL MARKET INC,2104968-DCA,Active,04/04/2022,03/31/2026,Premises,Stoop Line Stand,+17188820700,10467
BA-1282462-2022,LIM'S MOBILE LLC,2042504-DCA,Active,08/16/2016,12/31/2026,Premises,Electronics Store,+17183219969,11358
BA-1282470-2022,LENOX HILL GARAGE LLC,2102375-DCA,Active,10/29/2021,03/31/2027,Premises,Garage & Parking Lot,+16465840409,10065
BA-1282478-2022,"KUMAR, ANAND",1052063-DCA,Active,11/15/2000,12/31/2027,Premises,Tobacco Retail Dealer,+17189378402,11101
BA-1282484-2022,LOU FUSCHETTO LANDSCAPE INC.,1107249-DCA,Active,04/24/2002,02/28/2027,Premises,Home Improvement Contractor,+17182586489,11210
BA-1282488-2022,"LEWIS, LAMONT",2072122-DCA,Active,05/30/2018,02/28/2027,Premises,Home Improvement Contractor,+17329660223,11434
BA-1282490-2022,JAY'S TOWING INC,1309073-DCA,Active,03/02/2012,04/30/2026,Premises,Tow Truck Company,+17189288889,11354
BA-1282516-2022,"GIUSEPPE, SPINIELLO",0836752-DCA,Active,01/10/1997,02/28/2027,Premises,Home Improvement Contractor,+13472192135,10461
BA-1282519-2022,JR AUTO SERVICE CORP,2026926-DCA,Active,08/11/2015,07/31/2027,Premises,Secondhand Dealer - General,+16465469082,10032
BA-1282614-2022,JOHN ALVAREZ CORP.,1346605-DCA,Active,03/09/2010,02/28/2027,Premises,Home Improvement Contractor,+17184157461,11040
BA-1282620-2022,"J'S CUSTOM CONTRACTING, INC.",1441411-DCA,Active,08/16/2012,02/28/2027,Premises,Home Improvement Contractor,+17183986343,11215
BA-1282800-2022,"JITA, SHAH",2075767-1-DCA,Active,07/17/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17187285552,11370
BA-1282811-2022,LICONA CONSTRUCTION CORP,2076825-DCA,Active,08/09/2018,02/28/2027,Premises,Home Improvement Contractor,+13473258921,11368
BA-1282818-2022,HYLAN CONSTRUCTION CORP.,2048293-DCA,Active,02/13/2017,02/28/2027,Premises,Home Improvement Contractor,+17189800870,10306
BA-1282892-2022,K & J LANDSCAPING CORP,2069259-DCA,Active,04/11/2018,02/28/2027,Premises,Home Improvement Contractor,+13479480152,10302
BA-1282894-2022,L & T MODERN KITCHEN NY LLC,2055924-DCA,Active,07/18/2017,02/28/2027,Premises,Home Improvement Contractor,+17184390081,11232
BA-1282907-2022,GLAMOUR ENTERPRICES INC.,0912373-DCA,Active,03/05/1998,03/31/2026,Premises,Stoop Line Stand,+12126619141,10016
BA-1282909-2022,"JAMAICA CHEMISTS, INC.",1465042-DCA,Active,05/15/2013,03/15/2027,Premises,Dealer In Products For The Disabled,+17187791444,11372
BA-1282955-2022,GREENPOINT AUTO CORP,2052049-DCA,Active,04/27/2017,07/31/2027,Premises,Secondhand Dealer - Auto,+17183924370,11101
BA-1283019-2022,GREEN BUILT CONSTRUCTION LLC,2016798-DCA,Active,12/24/2014,02/28/2027,Premises,Home Improvement Contractor,,11204
BA-1283030-2022,JAY'S CONSTRUCTION CORP,2002829-DCA,Active,01/23/2014,02/28/2027,Premises,Home Improvement Contractor,+19175830663,10460
BA-1283039-2022,JAY DEE CONSTRUCTION INC.,1174442-DCA,Active,07/21/2004,02/28/2027,Premises,Home Improvement Contractor,+16462792908,11419
BA-1283042-2022,"GROVER, SATPAL",0917758-DCA,Active,12/27/1996,02/28/2027,Premises,Home Improvement Contractor,+17183477378,11426
BA-1283155-2022,"HARMAN CONTRACTING GROUP, INC",1271520-DCA,Active,10/26/2007,02/28/2027,Premises,Home Improvement Contractor,+17186484502,11223
BA-1283379-2022,JBKO Painting LLC,2099864-DCA,Active,07/02/2021,02/28/2027,Premises,Home Improvement Contractor,+19173750034,11105
BA-1283459-2022,KINGDOM CARRIAGES INC,2081196-DCA,Active,01/08/2019,03/31/2026,Premises,Horse Drawn Cab Owner,+19179725456,10019
BA-1283478-2022,"KARIM 1 STOP MINI-MART, INC.",2072025-1-DCA,Active,05/29/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17186807009,11209
BA-1283484-2022,GOURMET DELI & GROCERY CORP,2051195-2-DCA,Active,04/13/2017,12/31/2026,Premises,Tobacco Retail Dealer,+19299901644,11238
BA-1283487-2022,LEE CONTRACTING INC.,2004391-DCA,Active,03/06/2014,02/28/2027,Premises,Home Improvement Contractor,+17188283193,10473
BA-1283490-2022,GSTRUCTION CORP.,1437942-DCA,Active,07/19/2012,02/28/2027,Premises,Home Improvement Contractor,+13472658327,11209
BA-1283526-2022,"LEWIS, KEN",2000317-DCA,Active,10/30/2013,02/28/2027,Premises,Home Improvement Contractor,+13475689314,11213
BA-1283545-2022,J & T MOBILE (I) INC,2117468-DCWP,Active,10/30/2023,07/31/2027,Premises,Secondhand Dealer - General,+16468788888,11214
BA-1283553-2022,"JDI HOME RENOVATIONS, LLC",2023950-DCA,Active,06/05/2015,02/28/2027,Premises,Home Improvement Contractor,+19176036288,11379
BA-1283624-2022,"HU, XIAN LI",2071944-1-DCA,Active,05/26/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17188996970,11372
BA-1283634-2022,"Giulianos Heating & Air Conditioning, Inc.",2100375-DCA,Active,07/26/2021,02/28/2027,Premises,Home Improvement Contractor,+17188237287,10461
BA-1283643-2022,HEIGHTS CONSTRUCTION CORP.,1268725-DCA,Active,09/25/2007,02/28/2027,Premises,Home Improvement Contractor,+16462352767,11235
BA-1283646-2022,"ISLAM, SANAULLAH",1198136-DCA,Active,09/28/2007,02/28/2027,Premises,Home Improvement Contractor,+17184372256,11230
BA-1283679-2022,LD COMPUTER TECHNOLOGY INC,2087343-DCA,Active,06/19/2019,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+19292789573,10011
BA-1283698-2022,LANGSTON HOMES INC,2058652-DCA,Active,09/26/2017,02/28/2027,Premises,Home Improvement Contractor,+17184734970,10306
BA-1283826-2022,J.E.S. CONSTRUCTION LLC,2069152-DCA,Active,04/10/2018,02/28/2027,Premises,Home Improvement Contractor,+19174787256,10314
BA-1283828-2022,HERMANO AUTO REPAIR INC,2054667-DCA,Active,06/20/2017,07/31/2027,Premises,Secondhand Dealer - General,+17184992714,11232
BA-1283839-2022,"GIORGIO'S FINE JEWELRY, INC.",1256053-DCA,Active,05/18/2007,07/31/2027,Premises,Secondhand Dealer - General,+17183703483,10304
BA-1283867-2022,KAYAFAS CONTRACTING CO. INC.,1022324-DCA,Active,10/25/1999,02/28/2027,Premises,Home Improvement Contractor,+17184585545,11377
BA-1283895-2022,LINCOLN NEWSSTAND INC,2071847-1-DCA,Active,05/25/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+18625719010,10017
BA-1283940-2022,GREE HVAC NEW YORK INC,2023693-DCA,Active,06/02/2015,12/31/2026,Premises,Electronics Store,+17187154830,11367
BA-1283967-2022,HARI KRISHNA STATIONERY STORE INC.,1258194-DCA,Active,06/08/2007,12/31/2026,Premises,Tobacco Retail Dealer,+17183797235,10475
BA-1283984-2022,jets towing,0833037-DCA,Active,05/12/2012,04/30/2026,Premises,Tow Truck Company,+17182517200,11203
BA-1283991-2022,JLM S CORPORATION,2021991-DCA,Active,05/01/2015,02/28/2027,Premises,Home Improvement Contractor,+13474188481,11418
BA-1283998-2022,"JIMMY'S RANGE & APPLIANCES, INC.",2032876-DCA,Active,02/01/2016,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+17188370147,11228
BA-1284007-2022,LATE NIGHT 357 INC.,2089959-2-DCA,Active,08/27/2019,12/31/2026,Premises,Tobacco Retail Dealer,+17185991525,11211
BA-1284008-2022,GOLD BY DAY AND DIAMONDS BY NIGHT LLC,2026370-DCA,Active,07/30/2015,07/31/2027,Premises,Secondhand Dealer - General,+15165936030,10475
BA-1284009-2022,"HASAN, MOHAMMAD",2047325-DCA,Active,01/12/2017,02/28/2027,Premises,Home Improvement Contractor,+19173465943,11218
BA-1284023-2022,HY-JOE TOBACCO & GROCERY CO. INC,1042281-DCA,Active,10/13/2000,12/31/2027,Premises,Tobacco Retail Dealer,+17186674042,10305
BA-1284031-2022,HALLAM ENTERPRISES INC,2129971-1-DCWP,Active,07/16/2025,12/31/2026,Premises,Tobacco Retail Dealer,+13477223645,11235
BA-1284054-2022,HIGH TEK AUTO REPAIR & BODY INC.,1402462-DCA,Active,08/04/2011,07/31/2027,Premises,Secondhand Dealer - General,+17183615648,11101
BA-1284135-2022,HEARTLAND VILLAGE HANDYMAN SERVICES CORP,2099807-DCA,Active,06/30/2021,02/28/2027,Premises,Home Improvement Contractor,+13472564940,10309
BA-1284148-2022,KILLOWEN CONSTRUCTION INC,2025674-DCA,Active,07/15/2015,02/28/2027,Premises,Home Improvement Contractor,+17183895050,11222
BA-1284265-2022,HOME RUN CONTRACTING INC.,1258102-DCA,Active,06/26/2013,02/28/2027,Premises,Home Improvement Contractor,+19174350350,11221
BA-1284275-2022,ISABEL PARKING LLC,2083100-DCA,Active,03/13/2019,03/31/2027,Premises,Garage & Parking Lot,+16465840409,10451
BA-1284280-2022,"LUXURY OF QUEENS, INC.",2010751-DCA,Active,07/16/2014,07/31/2027,Premises,Secondhand Dealer - Auto,+19176872101,11101
BA-1284283-2022,"LK AUTOMOTIVE ENTERPRISES, LLC",1337833-DCA,Active,11/03/2009,07/31/2027,Premises,Secondhand Dealer - Auto,+17188987800,11101
BA-1284289-2022,IMPERIAL PARKING (US) LLC,2059559-DCA,Active,10/18/2017,03/31/2027,Premises,Garage & Parking Lot,+13472733569,10014
BA-1284290-2022,GMH PARK INC,2052724-DCA,Active,05/10/2017,03/31/2027,Premises,Garage & Parking Lot,+19172140583,11104
BA-1284322-2022,"HOLLYWOOD TECH CONSTRUCTION, INC.",2116163-DCWP,Active,08/29/2023,02/28/2027,Premises,Home Improvement Contractor,+19175267877,11214
BA-1284334-2022,LM SAVOY PARKING LLC,2088537-DCA,Active,07/22/2019,03/31/2027,Premises,Garage & Parking Lot,+12127143571,10037
BA-1284338-2022,H O P HOME SERVICES INC,2015163-DCA,Active,10/31/2014,02/28/2027,Premises,Home Improvement Contractor,+17187108064,11230
BA-1284342-2022,"HUGO'S HOME RENOVATIONS, INC.",1434613-DCA,Active,08/28/2013,02/28/2027,Premises,Home Improvement Contractor,+16466961111,11420
BA-1284343-2022,Kapil Grocery Inc,2072599-1-DCA,Active,06/05/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17182741381,11105
BA-1284348-2022,KING MEAT CORP.,2093080-DCA,Active,12/18/2019,03/31/2026,Premises,Stoop Line Stand,+12127404422,10032
BA-1284351-2022,HUDSON NIA JFK T1 JV,1400820-DCA,Active,07/14/2011,12/31/2026,Premises,Tobacco Retail Dealer,+12018218189,11430-1887
BA-1284367-2022,HOME LOVERS CONSTRUCTION INC,2067226-DCA,Active,03/03/2018,02/28/2027,Premises,Home Improvement Contractor,+13476442554,11418
BA-1284376-2022,JTONIC DESIGN AND CONSTRUCTION CORP.,2103840-DCA,Active,02/08/2022,02/28/2027,Premises,Home Improvement Contractor,+19172163039,11211
BA-1284444-2022,JOHN'S JEWELRY INC.,1107383-DCA,Active,07/21/2003,07/31/2027,Premises,Secondhand Dealer - General,+17185268937,11432
BA-1284450-2022,"HIGHER STANDARD INTERIORS, INC.",2120403-DCWP,Active,04/10/2024,02/28/2027,Premises,Home Improvement Contractor,+19173347933,11694
BA-1284463-2022,LIKE YOU WANT IT HOME IMPROVEMENT SERVICE CORP,2057470-DCA,Active,08/25/2017,02/28/2027,Premises,Home Improvement Contractor,,10475
BA-1284516-2022,JOEVI CONSTRUCTION CORP.,1414126-DCA,Active,11/21/2011,02/28/2027,Premises,Home Improvement Contractor,+17184828804,11377
BA-1284527-2022,KEN & K'S CONSTRUCTION INC,2006168-DCA,Active,04/11/2014,02/28/2027,Premises,Home Improvement Contractor,+13474557748,11236
BA-1284544-2022,JODINE PHARMACEUTICAL CORP.,1249481-DCA,Active,03/07/2007,03/15/2027,Premises,Dealer In Products For The Disabled,+17184523261,11221
BA-1284647-2022,"GONZALEZ, RAFAEL",0888222-DCA,Active,07/31/2003,07/31/2027,Premises,Secondhand Dealer - Auto,+17183882310,11206
BA-1284669-2022,IMPRESSIVE INTERNATIONAL CORP.,1155383-DCA,Active,11/05/2003,07/31/2027,Premises,Secondhand Dealer - General,+17184269787,11372
BA-1284839-2022,KING ELECTRONICS WP CORP,2038026-DCA,Active,05/23/2016,12/31/2026,Premises,Electronics Store,+13472024666,10466
BA-1284881-2022,J & N REMODELING INC.,1282125-DCA,Active,04/16/2008,02/28/2027,Premises,Home Improvement Contractor,+19084144350,10024
BA-1284964-2022,"LS INDEPENDENT SERVICES, LLC",2070667-DCA,Active,05/07/2018,02/28/2027,Premises,Home Improvement Contractor,+16464640655,11235
BA-1284975-2022,"GURNEY OF QUEENS, INC.",0961273-DCA,Active,07/01/2003,07/31/2027,Premises,Secondhand Dealer - General,+17186284499,11385
BA-1284982-2022,"JANG, YONG-KUK",1346420-DCA,Active,03/05/2010,02/28/2027,Premises,Home Improvement Contractor,+17183570000,11365
BA-1285233-2022,INVENTA CONSTRUCTION INC,2058580-DCA,Active,09/22/2017,02/28/2027,Premises,Home Improvement Contractor,+19179453802,10469
BA-1285291-2022,LOS CASTILLOS MINI MARKET CORP,2053354-2-DCA,Active,05/22/2017,12/31/2026,Premises,Tobacco Retail Dealer,+17187313412,10453
BA-1285313-2022,LT LAND DEVELOPMENT CORP.,0931317-DCA,Active,06/22/2005,02/28/2027,Premises,Home Improvement Contractor,+17189802373,10305
BA-1285353-2022,JAMAICA GATES & IRONWORK CORP.,2058184-DCA,Active,09/13/2017,02/28/2027,Premises,Home Improvement Contractor,+19172517124,11435
BA-1285578-2022,"GIANI FOODMART, INC.",1421375-DCA,Active,03/07/2012,12/31/2027,Premises,Tobacco Retail Dealer,+17189803398,10304
BA-1285581-2022,LITTLE NECK EQUIPMENT INC,2106991-DCA,Active,06/24/2022,03/15/2027,Premises,Dealer In Products For The Disabled,,11362
BA-1285928-2022,Kaff's Bakery and Grocery Inc.,2103679-DCA,Active,01/28/2022,03/31/2026,Premises,Stoop Line Stand,+17188712710,11204
BA-1285935-2022,HYLINE CONSTRUCTION AND CONTRACTING INC,1392511-DCA,Active,05/17/2011,02/28/2027,Premises,Home Improvement Contractor,+19172251230,10548
BA-1285968-2022,GREEN FOREST FOOD CORP,2035673-DCA,Active,04/07/2016,03/31/2026,Premises,Stoop Line Stand,+17185885118,10452
BA-1285972-2022,Grand Electronics Appliances Cellulars Inc,2044728-DCA,Active,10/14/2016,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+17183023656,11211
BA-1286057-2022,GOWANUS CUSTOM INSTALLATIONS LLC,2074419-DCA,Active,06/26/2018,02/28/2027,Premises,Home Improvement Contractor,+19178079612,11232
BA-1286071-2022,KW DISTRIBUTORS GROUP INC.,2125288-DCWP,Active,11/14/2024,02/28/2027,Premises,Home Improvement Contractor,+19176206960,11417
BA-1286080-2022,HALAL MART INC,2131076-DCWP,Active,09/16/2025,03/31/2026,Premises,Stoop Line Stand,+17185326533,11419
BA-1286089-2022,H.E. HOME IMPROVMENT INC,2025718-DCA,Active,07/15/2015,02/28/2027,Premises,Home Improvement Contractor,+19178054868,11210
BA-1286102-2022,"GIANNI GIAMBRONE LANDSCAPING SERVICE, LLC",1410631-DCA,Active,10/09/2011,02/28/2027,Premises,Home Improvement Contractor,+19144247858,10475
BA-1286149-2022,JAMAICA ISLAND CORP,1302862-DCA,Active,10/23/2008,12/31/2026,Premises,Tobacco Retail Dealer,+17183450885,11207
BA-1286156-2022,"LAWRENCE'S CONTRACTOR, INC.",1266047-DCA,Active,08/29/2007,02/28/2027,Premises,Home Improvement Contractor,+19172259335,11413
BA-1286162-2022,Liberty Builders Inc,2110520-DCA,Active,01/06/2023,02/28/2027,Premises,Home Improvement Contractor,+17185027726,11235
BA-1286212-2022,HIGHLINE AUTO MOTOR INC,2086938-DCA,Active,06/07/2019,07/31/2027,Premises,Secondhand Dealer - Auto,+17183333447,11214
BA-1286235-2022,K & L FRUIT & VEGETABLE CORP.,1433295-DCA,Active,06/08/2012,03/31/2026,Premises,Stoop Line Stand,+17187420533,10451
BA-1286459-2022,HENDD CONSTRUCTION INC.,2116414-DCWP,Active,09/08/2023,02/28/2027,Premises,Home Improvement Contractor,+13478769446,11377
BA-1286519-2022,"GLASCO DESIGNS, INC.",0929526-DCA,Active,07/30/2003,07/31/2027,Premises,Secondhand Dealer - General,+12125808404,10024
BA-1286526-2022,INNOVATIVE CONTRACTING & REPAIRS CORP.,2044744-DCA,Active,10/17/2016,02/28/2027,Premises,Home Improvement Contractor,+16468673558,11105
BA-1286659-2022,INSPIRED CONSTRUCTION USA INC,2066278-DCA,Active,02/17/2018,02/28/2027,Premises,Home Improvement Contractor,+13474005558,11203
BA-1286682-2022,"HOLLYWOOD AUTO BODY & REPAIR, INC.",0977807-DCA,Active,11/17/2011,07/31/2027,Premises,Secondhand Dealer - General,+17183399117,11230
BA-1286691-2022,JMB CONTRACTING CORP.,2000869-DCA,Active,11/20/2013,02/28/2027,Premises,Home Improvement Contractor,+17182538774,11697
BA-1286701-2022,Healthy Drugs & Medical Supplies Inc,2127688-DCWP,Active,04/09/2025,03/15/2027,Premises,Dealer In Products For The Disabled,+19177023178,11354
BA-1286720-2022,LOS VECINOS MINI MARKET INC,2117883-DCWP,Active,11/27/2023,03/31/2026,Premises,Stoop Line Stand,+13479556795,10031
BA-1286727-2022,"GLOWER DESIGNS & CONSTRUCTION, INC.",1218175-DCA,Active,01/26/2006,02/28/2027,Premises,Home Improvement Contractor,+17184827690,11104
BA-1286768-2022,"GRAMLICH, SCOTT D",2025075-DCA,Active,06/30/2015,12/31/2026,Premises,Electronics Store,+17182245083,11363
BA-1286773-2022,GREEN CORNER NY LLC,2046271-DCA,Active,12/07/2016,03/31/2026,Premises,Stoop Line Stand,+19177979706,11206
BA-1286821-2022,K & W BUILDING & DEVELOPMENT CORP,2100149-DCA,Active,07/15/2021,02/28/2027,Premises,Home Improvement Contractor,+17184296151,10308
BA-1286834-2022,Levi and Co Design LLC,2099137-DCA,Active,06/04/2021,02/28/2027,Premises,Home Improvement Contractor,+19179466517,11213
BA-1286840-2022,JUST US INSTALLERS INC.,1402057-DCA,Active,07/27/2011,02/28/2027,Premises,Home Improvement Contractor,+17186052380,10307
BA-1286855-2022,KINGS DELI & CONVENIENCE INC,2103799-1-DCA,Active,02/04/2022,12/31/2027,Premises,Tobacco Retail Dealer,+13476138864,10002
BA-1287019-2022,"LAUREATE GARAGE, LLC",2001881-DCA,Active,12/23/2013,03/31/2027,Premises,Garage & Parking Lot,+12127502056,10023
BA-1287193-2022,HOME DEPOT USA INC,1129557-DCA,Active,12/24/2002,02/28/2027,Premises,Home Improvement Contractor,+17704338211,10304
BA-1287233-2022,Homereup Inc,2100025-DCA,Active,07/12/2021,02/28/2027,Premises,Home Improvement Contractor,+18452020342,11222
BA-1287252-2022,"J. West Contractors, LLC",2101986-DCA,Active,10/06/2021,02/28/2027,Premises,Home Improvement Contractor,+19173272242,10006
BA-1287254-2022,LUCKY SUNSHINE GROCERY INC,2028913-2-DCA,Active,09/29/2015,12/31/2026,Premises,Tobacco Retail Dealer,+13477138700,11219
BA-1287258-2022,"L-MO'S MARKET, INC",1428854-DCA,Active,05/16/2012,03/31/2026,Premises,Stoop Line Stand,+17183862380,11237
BA-1287369-2022,"KHVP, INC.",1129202-DCA,Active,12/23/2002,12/31/2026,Premises,Tobacco Retail Dealer,+13479814055,10018
BA-1287374-2022,"INTER-CITY TIRE & AUTO CENTER, INC.",1278868-DCA,Active,03/07/2008,07/31/2027,Premises,Secondhand Dealer - General,+17185263600,11433
BA-1287433-2022,HIGH SPEED MOTORS INC.,1375738-DCA,Active,10/29/2010,07/31/2027,Premises,Secondhand Dealer - Auto,+17183430100,11426
BA-1287884-2022,"HAPPY FRUIT MARKET, INC.",1465691-DCA,Active,05/24/2013,03/31/2026,Premises,Stoop Line Stand,+13477024792,11223
BA-1287909-2022,LA MONTRA DELI GROCERY CORP,2104569-1-DCA,Active,03/18/2022,12/31/2027,Premises,Tobacco Retail Dealer,+19174736724,10452
BA-1287912-2022,GKL EMPLOYMENT AGENCY CORP,2011208-DCA,Active,07/25/2014,05/01/2026,Premises,Employment Agency,+17183364223,11229
BA-1288011-2022,GRACE 38 CAFE INC.,2003602-941-DCA,Active,02/14/2014,12/31/2027,Premises,Tobacco Retail Dealer,,10018
BA-1288029-2022,IMPULSE CORPORATION,1303093-DCA,Active,10/24/2008,02/28/2027,Premises,Home Improvement Contractor,+17184580969,11369
BA-1288215-2022,Kazourajab High Tec Inc,2096584-DCA,Active,10/05/2020,12/31/2026,Premises,Electronics Store,+16464765009,10027
BA-1288218-2022,LEED'S RENOVATIONS CORP.,1248897-DCA,Active,02/27/2007,02/28/2027,Premises,Home Improvement Contractor,+16314406184,11356
BA-1288221-2022,K.R.S. RENOVATION CORP.,1288935-DCA,Active,06/16/2008,02/28/2027,Premises,Home Improvement Contractor,+12122464101,10036
BA-1288273-2022,"LARFAOUI, FAICAL",1292755-DCA,Active,07/17/2008,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13476210731,10461
BA-1288281-2022,HAN TANG NETWORK SERVICES L.L.C.,2003582-DCA,Active,02/14/2014,12/31/2026,Premises,Electronics Store,+19173789898,11354
BA-1288289-2022,HELLO BUSINESS INC,2015939-DCA,Active,11/28/2014,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+16463509955,10031
BA-1288325-2022,"LA REINA MORENA DELI & GROCERY, CORP.",2038235-DCA,Active,05/26/2016,03/31/2026,Premises,Stoop Line Stand,+17188518429,11219
BA-1288334-2022,HOWARD HEWITT,2037729-DCA,Active,05/17/2016,02/28/2027,Premises,Home Improvement Contractor,+13477854300,11225
BA-1288394-2022,K L REMODELING LLC,2107955-DCA,Active,08/05/2022,03/31/2026,Premises,Stoop Line Stand,+17577153986,10002
BA-1288420-2022,GNY INTERIORS CORP,2077589-DCA,Active,08/28/2018,02/28/2027,Premises,Home Improvement Contractor,+17182047929,11105
BA-1288448-2022,"KEISER, MARK",1471677-DCA,Active,08/16/2013,02/28/2027,Premises,Home Improvement Contractor,+17188771877,10312
BA-1288449-2022,KIMCO PAINTING & CONSTRUCTION LTD.,1470145-DCA,Active,07/26/2013,02/28/2027,Premises,Home Improvement Contractor,+13475813360,11238
BA-1288491-2022,LG Interiors Corp,2097286-DCA,Active,12/23/2020,02/28/2027,Premises,Home Improvement Contractor,+19178098755,11357
BA-1288613-2022,LAS RODRIGUEZ FLAT FIX LLC,1210011-DCA,Active,09/14/2005,07/31/2027,Premises,Secondhand Dealer - General,+17184999531,11232
BA-1288614-2022,JAVI HOME IMPROVEMENT CORP,2101205-DCA,Active,08/30/2021,02/28/2027,Premises,Home Improvement Contractor,+19294336804,11373
BA-1288621-2022,"KATAEV, ALEXANDER",1244954-DCA,Active,07/13/2013,07/31/2027,Premises,Secondhand Dealer - General,+16467085859,10036
BA-1288634-2022,"ISI FISCHZANG, INC.",1401703-DCA,Active,07/26/2011,07/31/2027,Premises,Secondhand Dealer - General,+12128695660,10036
BA-1288716-2022,HMRS CORP.,1123484-DCA,Active,10/07/2002,12/31/2026,Premises,Tobacco Retail Dealer,+17188514697,11218
BA-1288728-2022,KHRISTOPHER V. SUAREZ,2036600-DCA,Active,04/26/2016,02/28/2027,Premises,Home Improvement Contractor,+13475677078,11385
BA-1288876-2022,GOLDEN KEY CONTRACTING LLC,2068358-DCA,Active,03/26/2018,02/28/2027,Premises,Home Improvement Contractor,+17322167488,11220
BA-1288896-2022,Harrison FG LLC,2067160-DCA,Active,03/02/2018,01/31/2027,Premises,Debt Collection Agency,+12123816122,10036
BA-1289068-2022,JG NEW CONSTRUCTION CORP,2013986-DCA,Active,09/26/2014,02/28/2027,Premises,Home Improvement Contractor,+16462606202,10031
BA-1289070-2022,"KEW CONVENIENCE STORE, INC.",2069744-1-DCA,Active,04/19/2018,11/30/2027,Premises,Electronic Cigarette Dealer,+17182612389,11415
BA-1289073-2022,JOHN M. HIDALGO,2055929-DCA,Active,07/18/2017,02/28/2027,Premises,Home Improvement Contractor,+18456531569,11385
BA-1289074-2022,"HAZI CONSTRUCTION, INC.",2088460-DCA,Active,07/18/2019,02/28/2027,Premises,Home Improvement Contractor,+13476833106,11221
BA-1289078-2022,J S SAINI CONSTRUCTION CORP,1416026-DCA,Active,12/21/2011,02/28/2027,Premises,Home Improvement Contractor,+13479442136,11419
BA-1289079-2022,JAMAICA GOURMET DELI INC.,2051050-2-DCA,Active,04/12/2017,12/31/2026,Premises,Tobacco Retail Dealer,+19173659281,10456
BA-1289099-2022,"LIKE FATHER LIKE SON AUTO REPAIR, INC",2029626-DCA,Active,10/19/2015,07/31/2027,Premises,Secondhand Dealer - General,+17187404800,11423
BA-1289113-2022,LORENCE NY CONTRACTING CORP.,2091374-DCA,Active,10/11/2019,02/28/2027,Premises,Home Improvement Contractor,+19176508544,10471
BA-1289127-2022,"LJG CONSTRUCTION, LLC",1348058-DCA,Active,03/23/2010,02/28/2027,Premises,Home Improvement Contractor,+17183573642,11375
BA-1289130-2022,LAN MEDICAL SUPPLY INC.,2023842-DCA,Active,06/04/2015,03/15/2027,Premises,Dealer In Products For The Disabled,+17184444265,11234
